key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	eventID	identifier	informationWithheld	habitat	footprintWKT	locality	identificationVerificationStatus	collectionCode	gbifID	occurrenceID	taxonID	verbatimDepth	taxonConceptID	http://unknown.org/rightsHolder	continent	datasetID	http://unknown.org/language	http://unknown.org/modified	originalNameUsage	county	nameAccordingTo	infraspecificEpithet	modified	institutionCode	associatedReferences	language	networkKeys	depth	depthAccuracy	identifiedBy	catalogNumber	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	higherGeography	otherCatalogNumbers	dynamicProperties	collectionKey	collectionID	elevation	elevationAccuracy	typeStatus
774192239	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.623+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169983', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	4.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.623+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2904'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2904						IU	774192239	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2904													2015-06-19T19:23:01.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Krapp, F.	2009-2904	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
774192240	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.616+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169984', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.616+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2905'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2905						IU	774192240	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2905													2015-06-19T19:23:01.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Krapp, F.	2009-2905	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
774192241	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.624+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169985', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	3.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.624+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2906'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2906						IU	774192241	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2906													2015-06-19T19:23:01.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Krapp, F.	2009-2906	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
774192242	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.625+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|169986', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Krapp, F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	4.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.625+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2907'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2907						IU	774192242	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2907													2016-06-29T17:13:49.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Krapp, F.	2009-2907	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
1019677981	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.305+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|208005', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tiberi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22369', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene tiberi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	6.0	PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.305+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4232'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4232						IU	1019677981	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4232													2018-11-28T12:36:36.000+00:00	MNHN			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			Arnaud F.	2009-4232	6a6ac6c5-1b8a-48db-91a2-f8661274ff80										0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd			
3774616344	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:40.690+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:40.690+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852532/874561/147518'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852532/874561/147518				Rovinj, Volkspark		Pa	3774616344	http://id.zfmk.de/collection_ZFMK/223852532/874561/147518					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00371	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616707	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.254+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.254+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852533/874562/147519'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852533/874562/147519				Rovinj, Volkspark		Pa	3774616707	http://id.zfmk.de/collection_ZFMK/223852533/874562/147519					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00372	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616634	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.840+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.840+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852534/874563/147520'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852534/874563/147520				Rovinj, Volkspark		Pa	3774616634	http://id.zfmk.de/collection_ZFMK/223852534/874563/147520					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00373	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616305	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:40.104+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:40.104+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852535/874564/147521'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852535/874564/147521				Rovinj, Volkspark		Pa	3774616305	http://id.zfmk.de/collection_ZFMK/223852535/874564/147521					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00374	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616629	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.650+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.650+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852536/874565/147522'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852536/874565/147522				Rovinj, Volkspark		Pa	3774616629	http://id.zfmk.de/collection_ZFMK/223852536/874565/147522					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00375	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616702	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.193+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.193+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852537/874566/147523'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852537/874566/147523				Rovinj - Banjole		Pa	3774616702	http://id.zfmk.de/collection_ZFMK/223852537/874566/147523					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00376	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616345	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:40.714+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:40.714+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852538/874567/147524'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852538/874567/147524				Rovinj - Banjole		Pa	3774616345	http://id.zfmk.de/collection_ZFMK/223852538/874567/147524					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00377	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616616	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.555+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.555+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852539/874568/147525'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852539/874568/147525				Rovinj - Banjole		Pa	3774616616	http://id.zfmk.de/collection_ZFMK/223852539/874568/147525					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00378	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616386	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.021+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.021+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852540/874569/147526'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852540/874569/147526				Rovinj - Banjole		Pa	3774616386	http://id.zfmk.de/collection_ZFMK/223852540/874569/147526					EUROPE									ZFMK						S. Schüller	ZFMK-Pa-00379	07d2dd65-80b8-4402-bf51-b55809c85f87														
